0.0,24.8,932.0,181000.0,13748.0,58.3,286.0,0.0
10.0,27.942668991675564,945.5376204298911,171612.7422867743,13480.405520717639,-9073.019999999999,284.41603,1.6103522716353225
20.0,28.23415644680589,930.6423220464414,162238.72102118732,13199.226261605374,-3535.0776436736414,282.76545999999996,1.686592131867874
30.0,18.668334240293316,928.063012813829,152946.43581833245,12969.200994692686,-3591.3311795796676,281.062942,1.7169819563050044
40.0,24.168634361869746,945.0229860251565,143572.45573977014,12752.140008898834,-3683.9684696782538,279.38040400000006,1.7070273833521976
50.0,47.89866625990697,950.2725389599173,134093.53987779506,12380.485328072344,-3762.4003357663128,277.66989400000006,1.778802854298637
60.0,67.00507174718321,963.8753154897852,124516.4932628747,11796.742833657701,-3731.4440408273585,275.89278400000006,1.8587655413270974
70.0,56.04297045479634,969.9301795606751,114844.65287238666,11186.299820552313,-3618.6307201250142,274.0490740000001,1.940236441010561
80.0,46.43364448674525,959.2158961724551,105203.90869150677,10678.230135393236,-3567.1927575778914,272.13876400000004,2.023306021923433
90.0,33.365138846276444,954.8939502528212,95635.37396351529,10285.121381564464,-3587.89696882058,270.16185400000006,2.108069631473583
100.0,23.603134096712196,968.2424939958424,86013.46099621586,10004.497478579671,-3638.4453667111534,268.11901000000006,2.1875733466269325
110.0,39.28869826096459,988.636306760459,76219.50867770697,9682.31061227607,-3713.3183060883434,266.02222000000006,2.2687578503780625
120.0,54.993015537268654,1009.8989037362917,66216.88596512478,9203.172886661707,-3712.95951030768,263.85883000000007,2.3589887061956576
130.0,39.34851769873805,1019.0523604926842,56067.84309111257,8738.512112950144,-3622.4164640464023,261.6288400000001,2.451335257993727
140.0,20.918123123123117,1018.7987724151034,45878.70662627691,8445.649551582885,-3599.417172509133,259.33424800000006,2.531327832951701
150.0,22.62105185025159,1043.7778576888145,35553.5184942663,8226.87103009705,-3679.3673126208687,257.02100800000005,2.554110285023857
160.0,47.622529931230375,1061.5933588365094,25018.285044055072,7863.572610649824,-3736.56500850295,254.67779800000005,2.6444001215999147
170.0,42.91008912141571,1086.2664188826475,14267.406897461857,7412.743529338492,-3666.558170563085,252.26798800000006,2.7445812902745224
180.0,21.08459656021466,1082.8442421023547,3423.4607475665152,7102.8685975136605,-3592.956070782995,249.7922440000001,2.8398800084441254
190.0,6.189986367453295,1102.0717771866862,-7510.97887638515,6974.056074062323,-3642.8876835965234,247.3224940000001,2.799462308511241
200.0,36.63963371162364,1114.7949940976607,-18601.693802243957,6744.545188330199,-3752.8400768237107,244.90535800000012,2.8116575546705587
210.0,57.53358319782766,1138.8786919878835,-29881.364923427802,6263.515957691673,-3722.618462361667,242.44226800000013,2.918179267321476
220.0,38.84089943516079,1121.5969780183268,-41175.62803100152,5790.392064132895,-3564.378976316391,239.9125780000001,3.027727875109559
230.0,46.01900478286998,1090.8529585361905,-52223.43347168054,5362.7911653884885,-3507.154058399925,237.31628800000016,3.140492404802807
240.0,71.55773053510718,1065.668098930382,-62994.2013098576,4762.924143932789,-3472.0809432934566,234.65339800000015,3.2566756182239254
250.0,61.350789332898756,1094.5719097670044,-73808.99151489414,4102.77683493993,-3300.8269802843424,231.92390800000015,3.376495363298182
260.0,65.65939536553404,1060.2916221275766,-84567.18667075854,3465.793038179811,-3152.6958063706634,229.1278180000002,3.5001860839088215
270.0,104.53760904584973,1073.9834524890923,-95245.00279581349,2596.232912157345,-3037.3631924555275,226.26512800000023,3.6280005109757454
280.0,128.6591466538819,1050.1498962117773,-105835.09764186239,1404.2860015748847,-2752.8949583665453,224.07154600000024,1.4058009846551407
290.0,148.94891301610485,1050.153246227455,-116336.61501534471,6.158504074239232,-2339.986376912682,222.96154600000028,1.4127996762275752
